id,pos_x,pos_y
210.0,127.14545454545454,383.2653409090909
211.0,130.1727272727273,379.67045454545456
212.0,127.58693181818182,380.3011363636364
213.0,105.07159090909092,377.58920454545455
214.0,101.91818181818182,377.4630681818182
215.0,105.07159090909092,374.8772727272727
216.0,101.91818181818182,374.8772727272727
217.0,111.0,377.77840909090907
218.0,108.03579545454545,377.6522727272727
219.0,111.0,375.19261363636366
220.0,108.03579545454545,375.0664772727273
221.0,116.80227272727272,377.8414772727273
222.0,113.90113636363637,377.77840909090907
223.0,116.80227272727272,375.2556818181818
224.0,113.96420454545455,375.19261363636366
225.0,122.73068181818182,377.9045454545454
226.0,119.76647727272727,377.9045454545454
227.0,122.73068181818182,375.50795454545454
228.0,119.82954545454545,375.4448863636364
229.0,128.9744318181818,377.8414772727273
230.0,125.75795454545455,377.96761363636364
231.0,128.84829545454545,375.8863636363636
232.0,125.82102272727273,375.8863636363636
233.0,130.92954545454546,377.9045454545454
234.0,130.92954545454546,376.4539772727273
235.0,121.02784090909091,372.4176136363636
236.0,119.76647727272727,369.3272727272727
237.0,122.79375,369.01193181818184
238.0,123.73977272727272,371.5977272727273
239.0,122.98295454545455,366.2369318181818
240.0,119.82954545454545,366.17386363636365
241.0,122.98295454545455,363.27272727272725
242.0,120.01875,363.08352272727274
243.0,125.12727272727273,366.3
244.0,126.19943181818182,363.27272727272725
245.0,123.17215909090909,360.18238636363634
246.0,120.14488636363636,360.05625
247.0,123.17215909090909,357.0920454545454
248.0,120.14488636363636,356.96590909090907
249.0,126.07329545454546,361.0022727272727
250.0,126.19943181818182,357.0920454545454
251.0,115.79318181818182,350.46988636363636
252.0,123.29829545454545,354.0647727272727
253.0,120.27102272727272,353.93863636363636
254.0,123.36136363636363,350.91136363636366
255.0,120.39715909090908,350.91136363636366
256.0,129.28977272727272,354.6323863636364
257.0,126.32556818181818,354.12784090909093
258.0,129.54204545454544,350.46988636363636
259.0,126.38863636363637,351.0375
260.0,132.1278409090909,350.2806818181818
261.0,123.42443181818182,347.82102272727275
262.0,120.52329545454545,347.75795454545454
263.0,123.61363636363636,344.79375
264.0,120.46022727272727,344.73068181818184
265.0,129.6681818181818,348.01022727272726
266.0,126.51477272727273,348.01022727272726
267.0,129.73125,344.91988636363635
268.0,126.64090909090909,344.79375
269.0,135.9119318181818,348.01022727272726
270.0,132.8215909090909,348.1363636363636
271.0,135.975,344.8568181818182
272.0,132.88465909090908,344.8568181818182
273.0,138.30852272727273,348.01022727272726
274.0,138.3715909090909,344.91988636363635
275.0,129.79431818181817,341.7664772727273
276.0,126.83011363636363,341.7664772727273
277.0,129.92045454545453,338.6761363636364
278.0,126.89318181818182,338.6761363636364
279.0,135.975,341.7664772727273
280.0,132.88465909090908,341.7664772727273
281.0,136.03806818181818,338.7392045454545
282.0,132.94772727272726,338.7392045454545
283.0,138.4346590909091,340.50511363636366
284.0,104.94545454545455,371.9130681818182
285.0,101.98125,371.72386363636366
286.0,105.07159090909092,368.82272727272726
287.0,101.91818181818182,368.63352272727275
288.0,110.87386363636364,371.9761363636364
289.0,108.03579545454545,371.85
290.0,111.0,369.075
291.0,108.03579545454545,368.8857954545455
292.0,116.17159090909091,372.1653409090909
293.0,113.90113636363637,372.1653409090909
294.0,116.80227272727272,369.075
295.0,113.775,369.01193181818184
296.0,104.94545454545455,365.60625
297.0,101.91818181818182,365.60625
298.0,104.88238636363636,362.70511363636365
299.0,101.98125,362.5789772727273
300.0,110.93693181818182,365.9215909090909
301.0,108.03579545454545,365.79545454545456
302.0,110.93693181818182,362.89431818181816
303.0,108.03579545454545,362.70511363636365
304.0,116.80227272727272,366.11079545454544
305.0,113.96420454545455,365.9215909090909
306.0,116.99147727272727,362.9573863636364
307.0,113.90113636363637,362.89431818181816
308.0,104.94545454545455,359.5517045454545
309.0,101.85511363636364,359.5517045454545
310.0,105.00852272727273,356.5244318181818
311.0,101.91818181818182,356.39829545454546
312.0,111.0,359.6778409090909
313.0,108.03579545454545,359.6778409090909
314.0,111.06306818181818,356.71363636363634
315.0,108.09886363636363,356.5244318181818
316.0,116.99147727272727,359.80397727272725
317.0,114.02727272727273,359.80397727272725
318.0,117.11761363636364,356.96590909090907
319.0,114.09034090909091,356.8397727272727
320.0,115.5409090909091,353.8125
321.0,86.59261363636364,382.0039772727273
322.0,92.64715909090908,382.0039772727273
323.0,100.21534090909091,383.45454545454544
324.0,97.18806818181818,383.5806818181818
325.0,100.2784090909091,380.4903409090909
326.0,97.125,380.42727272727274
327.0,85.58352272727272,376.0755681818182
328.0,91.44886363636364,376.0755681818182
329.0,98.89090909090909,377.4630681818182
330.0,95.92670454545454,377.3369318181818
331.0,98.82784090909091,374.75113636363636
332.0,95.92670454545454,374.75113636363636
333.0,85.6465909090909,370.0840909090909
334.0,91.44886363636364,370.21022727272725
335.0,99.01704545454545,371.5977272727273
336.0,95.92670454545454,371.66079545454545
337.0,98.89090909090909,368.63352272727275
338.0,95.98977272727272,368.4443181818182
339.0,85.58352272727272,363.9664772727273
340.0,91.51193181818182,364.1556818181818
341.0,98.89090909090909,365.54318181818184
342.0,95.98977272727272,365.4170454545455
343.0,98.95397727272727,362.5159090909091
344.0,95.86363636363636,362.4528409090909
345.0,85.58352272727272,357.9119318181818
346.0,91.575,358.1011363636364
347.0,98.95397727272727,359.42556818181816
348.0,96.0528409090909,359.3625
349.0,98.95397727272727,356.39829545454546
350.0,96.0528409090909,356.2090909090909
351.0,105.70227272727273,406.34829545454545
352.0,112.26136363636364,407.6096590909091
353.0,109.10795454545455,407.4835227272727
354.0,112.32443181818182,404.8346590909091
355.0,109.36022727272727,404.7715909090909
356.0,116.99147727272727,406.2852272727273
357.0,122.41534090909092,407.5465909090909
358.0,122.35227272727273,404.7715909090909
359.0,105.89147727272727,400.3568181818182
360.0,112.3875,401.68125
361.0,109.23409090909091,401.68125
362.0,112.3875,398.78011363636364
363.0,109.23409090909091,398.7170454545454
364.0,118.63125,401.5551136363636
365.0,115.47784090909092,401.68125
366.0,118.50511363636363,398.7170454545454
367.0,115.35170454545455,398.78011363636364
368.0,122.41534090909092,401.7443181818182
369.0,121.91079545454545,398.78011363636364
370.0,105.76534090909091,394.2392045454545
371.0,112.32443181818182,395.6897727272727
372.0,109.29715909090909,395.6897727272727
373.0,112.32443181818182,392.47329545454545
374.0,109.29715909090909,392.6625
375.0,118.44204545454545,395.6267045454546
376.0,115.41477272727273,395.56363636363636
377.0,118.50511363636363,392.7886363636364
378.0,115.35170454545455,392.5994318181818
379.0,121.53238636363636,395.6267045454546
380.0,121.91079545454545,392.47329545454545
381.0,105.76534090909091,388.18465909090907
382.0,112.26136363636364,389.5721590909091
383.0,109.29715909090909,389.63522727272726
384.0,112.3875,386.60795454545456
385.0,109.29715909090909,386.41875
386.0,118.56818181818181,389.5721590909091
387.0,115.41477272727273,389.63522727272726
388.0,118.50511363636363,386.6710227272727
389.0,115.41477272727273,386.6710227272727
390.0,122.28920454545455,389.44602272727275
391.0,124.5596590909091,386.6710227272727
392.0,121.53238636363636,386.4818181818182
393.0,80.41193181818181,406.2852272727273
394.0,86.52954545454546,406.2221590909091
395.0,92.52102272727272,406.0960227272727
396.0,98.70170454545455,406.15909090909093
397.0,102.73806818181818,406.34829545454545
398.0,80.41193181818181,400.3568181818182
399.0,86.46647727272727,400.3568181818182
400.0,92.52102272727272,400.3568181818182
401.0,100.21534090909091,401.6181818181818
402.0,97.18806818181818,401.68125
403.0,100.21534090909091,398.78011363636364
404.0,97.18806818181818,398.7170454545454
405.0,102.73806818181818,400.3568181818182
406.0,80.475,394.3653409090909
407.0,86.46647727272727,394.30227272727274
408.0,92.5840909090909,394.2392045454545
409.0,100.21534090909091,395.6897727272727
410.0,97.06193181818182,395.56363636363636
411.0,100.2784090909091,392.6625
412.0,97.125,392.4102272727273
413.0,102.73806818181818,394.3653409090909
414.0,80.41193181818181,388.3107954545454
415.0,86.52954545454546,388.3107954545454
416.0,92.5840909090909,388.3107954545454
417.0,100.15227272727273,389.5721590909091
418.0,97.18806818181818,389.5090909090909
419.0,100.21534090909091,386.41875
420.0,97.125,386.41875
421.0,102.73806818181818,388.18465909090907
422.0,105.00852272727273,353.4340909090909
423.0,101.98125,353.4340909090909
424.0,105.00852272727273,350.34375
425.0,102.04431818181818,350.34375
426.0,111.18920454545454,353.68636363636364
427.0,108.03579545454545,353.49715909090907
428.0,111.25227272727273,350.5329545454546
429.0,108.225,350.46988636363636
430.0,105.1346590909091,347.3164772727273
431.0,102.17045454545455,347.1272727272727
432.0,105.1346590909091,344.2261363636364
433.0,102.29659090909091,344.2261363636364
434.0,111.37840909090909,347.5056818181818
435.0,108.28806818181818,347.44261363636366
436.0,111.37840909090909,344.4784090909091
437.0,108.35113636363636,344.35227272727275
438.0,117.36988636363637,347.75795454545454
439.0,114.40568181818182,347.6948863636364
440.0,117.43295454545455,344.6045454545455
441.0,114.40568181818182,344.4784090909091
442.0,105.38693181818182,341.1988636363636
443.0,102.35965909090909,341.07272727272726
444.0,105.45,338.2346590909091
445.0,102.35965909090909,338.1085227272727
446.0,111.44147727272727,341.45113636363635
447.0,108.41420454545455,341.1988636363636
448.0,111.56761363636363,338.2977272727273
449.0,108.54034090909092,338.2977272727273
450.0,117.49602272727273,341.6403409090909
451.0,114.59488636363636,341.51420454545456
452.0,117.6221590909091,338.55
453.0,114.59488636363636,338.4869318181818
454.0,123.67670454545454,341.7034090909091
455.0,120.64943181818182,341.7034090909091
456.0,123.86590909090908,338.6761363636364
457.0,120.64943181818182,338.6761363636364
458.0,104.12556818181818,333.7568181818182
459.0,110.11704545454545,334.0090909090909
460.0,116.36079545454545,334.0721590909091
461.0,122.54147727272728,334.13522727272726
462.0,128.59602272727273,334.2613636363636
463.0,136.03806818181818,335.6488636363636
464.0,133.07386363636363,335.7119318181818
465.0,136.10113636363636,332.7477272727273
466.0,133.01079545454544,332.7477272727273
467.0,138.49772727272727,334.3875
468.0,104.31477272727273,327.7022727272727
469.0,110.30625,327.8914772727273
470.0,116.48693181818182,328.0806818181818
471.0,122.60454545454546,328.2698863636364
472.0,128.78522727272727,328.3329545454545
473.0,134.71363636363637,328.3329545454545
474.0,138.49772727272727,328.4590909090909
475.0,104.44090909090909,321.5846590909091
476.0,110.55852272727273,321.7738636363636
477.0,85.58352272727272,351.47897727272726
478.0,91.38579545454546,352.0465909090909
479.0,97.56647727272727,351.73125
480.0,85.70965909090908,345.2352272727273
481.0,91.70113636363637,345.6767045454545
482.0,97.88181818181818,345.4875
483.0,85.83579545454545,339.1806818181818
484.0,91.89034090909091,339.24375
485.0,98.00795454545455,339.43295454545455
486.0,85.96193181818182,333.12613636363636
487.0,91.95340909090909,333.12613636363636
488.0,97.94488636363636,333.56761363636366
489.0,86.34034090909091,327.0715909090909
490.0,92.33181818181818,326.6931818181818
491.0,98.1971590909091,327.63920454545456
492.0,86.27727272727273,320.70170454545456
493.0,92.33181818181818,320.7647727272727
494.0,98.38636363636364,321.20625
495.0,86.27727272727273,314.5840909090909
496.0,92.26875,314.71022727272725
497.0,98.5125,314.8994318181818
498.0,116.67613636363636,321.64772727272725
499.0,123.10909090909091,321.64772727272725
500.0,129.0375,321.64772727272725
501.0,135.84886363636363,321.9630681818182
502.0,104.63011363636363,315.08863636363634
503.0,110.6846590909091,315.2147727272727
504.0,116.67613636363636,312.75511363636366
505.0,121.21704545454546,316.0977272727273
506.0,129.16363636363636,315.65625
507.0,135.975,315.97159090909093
508.0,104.12556818181818,307.7096590909091
509.0,110.62159090909091,308.0880681818182
510.0,121.40625,311.68295454545455
511.0,125.75795454545455,310.1693181818182
512.0,118.50511363636363,306.82670454545456
513.0,129.47897727272726,307.0789772727273
514.0,136.10113636363636,308.6556818181818
515.0,141.71420454545455,346.875
516.0,147.95795454545456,345.4875
517.0,153.06647727272727,342.90170454545455
518.0,142.40795454545454,337.6670454545455
519.0,150.41761363636363,337.60397727272726
520.0,141.96647727272727,331.8017045454545
521.0,147.76875,331.9909090909091
522.0,153.76022727272726,331.9909090909091
523.0,142.28181818181818,322.59375
524.0,147.13806818181817,322.7829545454546
525.0,152.56193181818182,325.2426136363636
526.0,78.33068181818182,366.80454545454546
527.0,73.28522727272727,396.6988636363636
528.0,76.81704545454545,412.21363636363634
529.0,82.87159090909091,412.21363636363634
530.0,88.86306818181818,412.21363636363634
531.0,95.16988636363637,412.1505681818182
532.0,101.35056818181818,412.1505681818182
533.0,107.27897727272727,412.1505681818182
534.0,113.45965909090908,412.21363636363634
535.0,120.14488636363636,412.21363636363634
536.0,116.48693181818182,422.30454545454546
537.0,99.01704545454545,420.66477272727275
538.0,67.60909090909091,391.02272727272725
539.0,73.41136363636363,366.74147727272725
540.0,77.57386363636364,328.96363636363634
541.0,74.54659090909091,311.68295454545455
542.0,86.08806818181819,307.5204545454545
543.0,118.37897727272727,301.0244318181818
544.0,152.43579545454546,314.26875
545.0,159.62556818181818,337.79318181818184
546.0,156.4721590909091,345.36136363636365
