source,target,capacity,length,fft,unknown
19.0,18.0,1.3888888888888888,3519.0794043999995,151.79999999999998,2.0
19.0,20.0,1.3888888888888888,4909.4686974,198.60000000000002,2.0
19.0,290.0,1.0,1320.7370578,120.0,1.0
19.0,295.0,1.0,3547.7256564,147.00000000000003,1.0
20.0,19.0,1.3888888888888888,4909.4686974,198.60000000000002,2.0
20.0,21.0,1.3888888888888888,4737.639465599999,195.0,2.0
20.0,300.0,1.8055555555555556,1320.7370578,102.60000000000001,1.0
20.0,305.0,1.8055555555555556,3952.4746664,148.20000000000002,1.0
21.0,20.0,1.3888888888888888,4737.639465599999,195.0,2.0
21.0,22.0,1.3888888888888888,3081.0331497999996,130.2,2.0
21.0,302.0,1.0,1688.9701432,131.4,1.0
21.0,307.0,1.0,3385.0696626,126.6,1.0
22.0,21.0,1.3888888888888888,3081.0331497999996,130.2,2.0
22.0,23.0,1.3888888888888888,5761.9843756,235.8,2.0
22.0,151.0,1.3888888888888888,2266.4174285999998,88.2,2.0
22.0,152.0,1.3888888888888888,4111.4291782,171.6,2.0
23.0,22.0,1.3888888888888888,5761.9843756,235.8,2.0
23.0,24.0,1.0,4814.3245166,163.20000000000002,2.0
23.0,303.0,1.0,4525.3997064,174.0,1.0
23.0,313.0,1.0,1024.9242723999998,65.4,1.0
24.0,23.0,1.0,4814.3245166,163.20000000000002,2.0
24.0,25.0,1.0,4728.4823209999995,163.79999999999998,2.0
24.0,298.0,1.6666666666666667,4697.8083006,182.4,1.0
24.0,308.0,1.6666666666666667,1024.9242723999998,62.4,1.0
25.0,24.0,1.0,4728.4823209999995,163.79999999999998,2.0
25.0,26.0,1.0,4623.3602322,156.6,2.0
26.0,25.0,1.0,4623.3602322,156.6,2.0
26.0,27.0,1.0,4520.072791,157.2,2.0
26.0,343.0,1.1111111111111112,5101.9940416,201.0,1.0
26.0,347.0,1.1111111111111112,1001.1382271999998,39.0,1.0
27.0,26.0,1.0,4520.072791,157.2,2.0
27.0,28.0,1.0,7038.850825,245.99999999999997,2.0
27.0,344.0,1.0,5150.8696974,197.4,1.0
27.0,348.0,1.0,1024.9242723999998,32.400000000000006,1.0
28.0,27.0,1.0,7038.850825,245.99999999999997,2.0
28.0,29.0,1.0,9905.4233264,340.2,2.0
28.0,340.0,1.0,6831.085031,288.0,1.0
28.0,346.0,1.0,2826.5321222,180.6,1.0
29.0,28.0,1.0,9905.4233264,340.2,2.0
29.0,30.0,1.0,9002.7606138,309.00000000000006,2.0
29.0,339.0,1.0,3291.2451406,152.8089453634201,1.0
29.0,345.0,1.0,6359.097795799999,316.8,1.0
30.0,29.0,1.0,9002.7606138,309.00000000000006,2.0
30.0,345.0,1.0,13192.049661199999,590.4,1.0
30.0,526.0,1.0,5032.5832074,207.0,1.0
30.0,539.0,1.0,10493.1542944,377.4,2.0
31.0,32.0,1.3888888888888888,8861.959457199999,316.2,2.0
31.0,534.0,1.0,3762.6047332,231.59999999999997,1.0
31.0,535.0,1.0,6844.4747398,286.19999999999993,1.0
31.0,536.0,1.3888888888888888,16723.778478,538.8000000000001,2.0
32.0,31.0,1.3888888888888888,8861.959457199999,316.2,2.0
32.0,33.0,1.3888888888888888,7747.3305732,268.2,2.0
32.0,352.0,1.0416666666666667,5492.242898199999,304.20000000000005,1.0
32.0,356.0,1.0416666666666667,2619.4905312,86.4,1.0
33.0,32.0,1.3888888888888888,7747.3305732,268.2,2.0
33.0,34.0,1.3888888888888888,4781.172112599999,197.4,2.0
33.0,364.0,1.0,4024.9593399999994,154.2,1.0
33.0,365.0,1.0,1459.3977922,100.8,1.0
34.0,33.0,1.3888888888888888,4781.172112599999,197.4,2.0
34.0,35.0,1.3888888888888888,5233.477119599999,211.79999999999998,2.0
34.0,366.0,1.0,2372.3763741999996,106.98077256327566,1.0
34.0,367.0,1.0,2953.2676472,171.6,1.0
35.0,34.0,1.3888888888888888,5233.477119599999,211.79999999999998,2.0
35.0,36.0,1.3888888888888888,4520.072791,186.6,2.0
35.0,375.0,1.0,981.6973999999999,52.2,1.0
35.0,379.0,1.0,4909.4686974,216.6,1.0
36.0,35.0,1.3888888888888888,4520.072791,186.6,2.0
36.0,37.0,1.3888888888888888,4987.3768468,205.8,2.0
36.0,377.0,1.0,1119.3120634,36.0,1.0
36.0,380.0,1.0,5626.5906014,244.8,1.0
37.0,36.0,1.3888888888888888,4987.3768468,205.8,2.0
37.0,38.0,1.3888888888888888,4936.8757576,198.60000000000002,2.0
37.0,386.0,1.0,1097.56988,78.0,1.0
37.0,390.0,1.0,5359.021733,223.20000000000002,1.0
38.0,37.0,1.3888888888888888,4936.8757576,198.60000000000002,2.0
38.0,39.0,1.3888888888888888,2471.8496796,102.60000000000001,2.0
38.0,388.0,1.0,2374.4041426,157.2,1.0
38.0,392.0,1.0,2793.9590805999997,88.8,1.0
39.0,38.0,1.3888888888888888,2471.8496796,102.60000000000001,2.0
39.0,40.0,1.0,1536.597832,66.60000000000001,2.0
39.0,54.0,1.3888888888888888,7085.2480972,289.20000000000005,2.0
40.0,39.0,1.0,1536.597832,66.60000000000001,2.0
40.0,41.0,1.0,5217.786054599999,210.0,2.0
40.0,207.0,1.9444444444444444,1198.314564,85.8,1.0
40.0,392.0,1.9444444444444444,4142.9561488,159.0,1.0
41.0,40.0,1.0,5217.786054599999,210.0,2.0
41.0,42.0,1.0,1097.56988,46.800000000000004,2.0
41.0,44.0,1.3888888888888888,1536.597832,62.4,2.0
42.0,41.0,1.0,1097.56988,46.800000000000004,2.0
42.0,43.0,1.0,966.8592851999999,37.800000000000004,2.0
42.0,206.0,1.8055555555555556,1610.0963897999998,143.4,1.0
42.0,391.0,1.8055555555555556,3857.4592328,166.20000000000002,1.0
43.0,42.0,1.0,966.8592851999999,37.800000000000004,2.0
44.0,41.0,1.3888888888888888,1536.597832,62.4,2.0
44.0,45.0,1.3888888888888888,5183.507112599999,211.2,2.0
44.0,206.0,1.1111111111111112,1097.56988,76.2,1.0
44.0,210.0,1.1111111111111112,3908.3465635999996,174.6,1.0
45.0,44.0,1.3888888888888888,5183.507112599999,211.2,2.0
45.0,46.0,1.3888888888888888,3829.8751451999997,157.2,2.0
45.0,208.0,1.25,2681.3052806,189.6,1.0
45.0,212.0,1.25,2516.2835569999997,79.80000000000001,1.0
46.0,45.0,1.3888888888888888,3829.8751451999997,157.2,2.0
46.0,47.0,1.3888888888888888,3238.1208272,141.0,2.0
46.0,229.0,2.638888888888889,4505.1220224,204.0,1.0
46.0,230.0,2.638888888888889,1230.0668421999999,90.0,1.0
47.0,46.0,1.3888888888888888,3238.1208272,141.0,2.0
47.0,48.0,1.3888888888888888,4193.811292799999,184.2,2.0
47.0,231.0,2.5,5101.9940416,247.20000000000002,1.0
47.0,232.0,2.5,1024.9242723999998,39.0,1.0
48.0,47.0,1.3888888888888888,4193.811292799999,184.2,2.0
48.0,49.0,1.3888888888888888,2873.8789049999996,115.2,2.0
48.0,165.0,1.25,2107.8008782,90.8126394750383,1.0
48.0,167.0,1.25,2833.3557238,235.8,1.0
49.0,48.0,1.3888888888888888,2873.8789049999996,115.2,2.0
49.0,50.0,1.3888888888888888,4435.051358799999,184.8,2.0
49.0,109.0,2.5,1533.459619,61.2,2.0
50.0,49.0,1.3888888888888888,4435.051358799999,184.8,2.0
50.0,51.0,1.3888888888888888,6114.960917799999,248.39999999999998,2.0
50.0,167.0,1.1111111111111112,1668.88558,72.08320203625303,1.0
50.0,169.0,1.1111111111111112,5345.519370399999,430.79999999999995,1.0
51.0,50.0,1.3888888888888888,6114.960917799999,248.39999999999998,2.0
51.0,52.0,1.3888888888888888,3534.11064,144.0,2.0
51.0,148.0,1.8055555555555556,11411.7816598,490.2,2.0
51.0,149.0,1.3888888888888888,2992.165395,126.6,2.0
51.0,153.0,1.0,2424.6155506,100.8,2.0
52.0,51.0,1.3888888888888888,3534.11064,144.0,2.0
52.0,53.0,1.3888888888888888,3730.45012,151.79999999999998,2.0
52.0,227.0,1.6666666666666667,3762.6047332,163.20000000000002,1.0
52.0,228.0,1.6666666666666667,1249.491576,116.39999999999999,1.0
53.0,52.0,1.3888888888888888,3730.45012,151.79999999999998,2.0
53.0,54.0,1.3888888888888888,3928.0126984,157.79999999999998,2.0
53.0,225.0,1.0,3762.6047332,158.4,1.0
53.0,226.0,1.0,1388.3293378,112.8,1.0
54.0,39.0,1.3888888888888888,7085.2480972,289.20000000000005,2.0
54.0,53.0,1.3888888888888888,3928.0126984,157.79999999999998,2.0
54.0,204.0,1.6666666666666667,3011.4291948,191.4,1.0
54.0,209.0,1.6666666666666667,2107.8008782,89.13665816399374,1.0
55.0,56.0,1.0,6322.614058,215.39999999999998,2.0
55.0,511.0,1.0,10059.8877796,389.40000000000003,1.0
55.0,512.0,1.0,2485.464696,166.79999999999998,1.0
55.0,542.0,1.0,52917.996011999996,2468.7087548067398,2.0
56.0,55.0,1.0,6322.614058,215.39999999999998,2.0
56.0,57.0,1.0,7288.3950853999995,267.0,2.0
56.0,510.0,1.0,1624.9988782,78.0,1.0
56.0,511.0,1.0,6150.3181176,238.79999999999998,1.0
57.0,56.0,1.0,7288.3950853999995,267.0,2.0
57.0,58.0,1.0,8737.654035599999,300.0,2.0
58.0,57.0,1.0,8737.654035599999,300.0,2.0
58.0,59.0,1.0,10962.0837836,376.2,2.0
58.0,498.0,1.0,7622.542349599999,382.20000000000005,1.0
58.0,499.0,1.0,2643.3087631999997,116.61527877846804,1.0
59.0,58.0,1.0,10962.0837836,376.2,2.0
59.0,60.0,1.0,10119.1114916,346.8,2.0
59.0,471.0,2.361111111111111,2283.3637787999996,144.60000000000002,1.0
59.0,472.0,2.361111111111111,7635.8194046,312.6,1.0
60.0,59.0,1.0,10119.1114916,346.8,2.0
60.0,61.0,1.0,6956.211216,238.79999999999998,2.0
60.0,461.0,1.1111111111111112,6136.976688999999,335.4,1.0
60.0,462.0,1.1111111111111112,3479.1516789999996,112.2,1.0
61.0,60.0,1.0,6956.211216,238.79999999999998,2.0
61.0,62.0,1.3888888888888888,4810.31726,196.79999999999998,2.0
61.0,277.0,1.0,4429.627883,166.79999999999998,1.0
61.0,278.0,1.0,1057.3202866,70.2,1.0
62.0,61.0,1.3888888888888888,4810.31726,196.79999999999998,2.0
62.0,63.0,1.3888888888888888,2945.0922,120.0,2.0
62.0,275.0,1.0,4238.3900108,174.6,1.0
62.0,276.0,1.0,1097.56988,84.6,1.0
63.0,62.0,1.3888888888888888,2945.0922,120.0,2.0
63.0,64.0,1.3888888888888888,2107.8008782,86.4,2.0
63.0,66.0,1.3888888888888888,6527.370386199999,273.59999999999997,2.0
63.0,121.0,1.3888888888888888,5664.152597,227.99999999999997,2.0
64.0,63.0,1.3888888888888888,2107.8008782,86.4,2.0
64.0,65.0,1.3888888888888888,3220.208873,130.8,2.0
64.0,267.0,1.3888888888888888,3229.1728967999998,108.60000000000001,1.0
64.0,268.0,1.3888888888888888,1975.6257839999998,148.8,1.0
65.0,64.0,1.3888888888888888,3220.208873,130.8,2.0
65.0,138.0,1.3888888888888888,3470.8313912,139.2,2.0
65.0,265.0,1.9444444444444444,3479.1516789999996,130.2,1.0
65.0,267.0,1.9444444444444444,1826.0698178,136.79999999999998,1.0
66.0,63.0,1.3888888888888888,6527.370386199999,273.59999999999997,2.0
66.0,67.0,1.0,14698.2792474,616.1999999999999,2.0
66.0,263.0,1.0,4216.7282944,169.2,1.0
66.0,454.0,1.0,1198.314564,88.8,1.0
67.0,66.0,1.0,14698.2792474,616.1999999999999,2.0
67.0,68.0,1.0,4826.3140996,193.79999999999998,2.0
67.0,451.0,1.0,3197.678113,115.79999999999998,1.0
67.0,453.0,1.0,1936.2130473999998,147.00000000000003,1.0
68.0,67.0,1.0,4826.3140996,193.79999999999998,2.0
68.0,69.0,1.0,4713.1774976,162.00000000000003,2.0
68.0,446.0,1.0,3452.7263162,162.00000000000003,1.0
68.0,448.0,1.0,1906.1183893999998,171.0,1.0
69.0,68.0,1.0,4713.1774976,162.00000000000003,2.0
69.0,70.0,1.0,5124.605268599999,175.8,2.0
69.0,447.0,1.5277777777777777,3168.9192071999996,120.59999999999998,1.0
69.0,449.0,1.5277777777777777,1826.0698178,144.60000000000002,1.0
70.0,69.0,1.0,5124.605268599999,175.8,2.0
70.0,71.0,1.0,2546.7483632,90.0,2.0
70.0,442.0,1.0,4909.4686974,219.0,1.0
70.0,444.0,1.0,1097.56988,43.2,1.0
71.0,70.0,1.0,2546.7483632,90.0,2.0
71.0,72.0,1.3888888888888888,2206.083272,85.8,2.0
71.0,80.0,1.0,9040.145582,310.2,2.0
71.0,81.0,1.0,4970.9132985999995,174.6,2.0
72.0,71.0,1.3888888888888888,2206.083272,85.8,2.0
72.0,73.0,1.0,8122.033205399999,279.6,2.0
72.0,445.0,1.0,2049.8485447999997,76.2,1.0
72.0,458.0,1.0,5854.9076672,463.19999999999993,1.0
73.0,72.0,1.0,8122.033205399999,279.6,2.0
73.0,74.0,1.0,10918.486762999999,378.0,2.0
73.0,485.0,1.0,7733.0074472,351.6,1.0
73.0,488.0,1.0,1769.7751046,132.60000000000002,1.0
74.0,73.0,1.0,10918.486762999999,378.0,2.0
74.0,75.0,1.0,9329.746315,323.4,2.0
74.0,487.0,1.0,3908.3465635999996,141.0,1.0
74.0,490.0,1.0,6335.569245,352.20000000000005,1.0
75.0,74.0,1.0,9329.746315,323.4,2.0
75.0,486.0,1.0416666666666667,5248.1864872,207.0,1.0
75.0,489.0,1.0416666666666667,4409.9939349999995,261.0,1.0
75.0,540.0,1.0,12435.048311999999,466.80000000000007,2.0
76.0,77.0,1.0,6700.036474799999,234.0,2.0
76.0,541.0,1.0,26801.94836,957.6,2.0
77.0,76.0,1.0,6700.036474799999,234.0,2.0
77.0,78.0,1.0,12566.112961599998,432.6,2.0
77.0,496.0,1.0,4486.9042936,235.2,1.0
77.0,497.0,1.0,5410.037811,190.8,1.0
78.0,77.0,1.0,12566.112961599998,432.6,2.0
78.0,79.0,1.0,9660.626618999999,344.4,2.0
78.0,475.0,1.0,7200.6055884,270.0,1.0
78.0,494.0,1.0,2483.5173946,148.8,1.0
79.0,78.0,1.0,9660.626618999999,344.4,2.0
79.0,80.0,1.0,9230.047701999998,319.8,2.0
79.0,468.0,1.3888888888888888,3385.0696626,158.47269906496652,1.0
79.0,475.0,1.3888888888888888,6392.3467602,324.00000000000006,1.0
80.0,71.0,1.0,9040.145582,310.2,2.0
80.0,79.0,1.0,9230.047701999998,319.8,2.0
80.0,458.0,1.0,3547.7256564,125.4,1.0
80.0,468.0,1.0,6103.1322688,352.8,1.0
81.0,71.0,1.0,4970.9132985999995,174.6,2.0
81.0,82.0,1.0,5124.605268599999,175.2,2.0
81.0,442.0,1.0,2681.3052806,120.57090207650582,1.0
81.0,443.0,1.0,2424.6155506,171.0,1.0
82.0,81.0,1.0,5124.605268599999,175.2,2.0
82.0,83.0,1.0,4737.639465599999,163.79999999999998,2.0
82.0,432.0,1.0,1061.8747188,47.38678304863357,1.0
82.0,437.0,1.0,5698.914341,240.6,1.0
83.0,82.0,1.0,4737.639465599999,163.79999999999998,2.0
83.0,84.0,1.0,6669.764789399999,247.20000000000002,2.0
83.0,430.0,1.0,986.5897936,44.4,1.0
83.0,435.0,1.0,5143.3862664,201.6,1.0
84.0,83.0,1.0,6669.764789399999,247.20000000000002,2.0
84.0,85.0,1.0,5105.7759906,175.2,2.0
84.0,428.0,1.0,5217.786054599999,230.4,1.0
84.0,429.0,1.0,1057.3202866,36.599999999999994,1.0
85.0,84.0,1.0,5105.7759906,175.2,2.0
85.0,86.0,1.3888888888888888,2502.8455679999997,105.0,2.0
85.0,426.0,1.0,3011.4291948,135.32061957440652,1.0
85.0,428.0,1.0,2327.2665739999998,133.20000000000002,1.0
86.0,85.0,1.3888888888888888,2502.8455679999997,105.0,2.0
86.0,87.0,1.3888888888888888,4811.3150508,193.79999999999998,2.0
86.0,88.0,1.3888888888888888,4704.985957,190.2,2.0
86.0,320.0,1.0,6199.483454599999,263.4,1.0
86.0,426.0,1.0,1198.314564,86.4,1.0
87.0,86.0,1.3888888888888888,4811.3150508,193.79999999999998,2.0
87.0,151.0,1.3888888888888888,4814.3245166,199.2,2.0
87.0,314.0,1.0,1320.7370578,103.8,1.0
87.0,319.0,1.0,3883.6110077999997,147.00000000000003,1.0
88.0,86.0,1.3888888888888888,4704.985957,190.2,2.0
88.0,89.0,1.3888888888888888,2460.1336843999998,100.8,2.0
88.0,319.0,1.0,4054.7804102,184.8,1.0
88.0,320.0,1.0,1895.9795474,104.4,1.0
89.0,88.0,1.3888888888888888,2460.1336843999998,100.8,2.0
89.0,90.0,1.3888888888888888,5445.5398514,222.6,2.0
89.0,318.0,1.0,3675.7969336,121.19999999999999,1.0
89.0,320.0,1.0,1906.1183893999998,167.4,1.0
90.0,89.0,1.3888888888888888,5445.5398514,222.6,2.0
90.0,91.0,1.8055555555555556,3696.7183536,151.79999999999998,2.0
90.0,116.0,1.8055555555555556,1276.20662,52.8,2.0
90.0,117.0,1.8055555555555556,1405.5814626,56.99999999999999,2.0
91.0,90.0,1.8055555555555556,3696.7183536,151.79999999999998,2.0
91.0,92.0,1.8055555555555556,4859.160729,194.40000000000003,2.0
91.0,246.0,1.5277777777777777,3171.9608598,114.6,1.0
91.0,316.0,1.5277777777777777,2114.6405732,161.39999999999998,1.0
92.0,91.0,1.8055555555555556,4859.160729,194.40000000000003,2.0
92.0,93.0,1.8055555555555556,1888.3351824,79.2,2.0
92.0,242.0,1.0,3601.6385464,127.2,1.0
92.0,306.0,1.0,1552.1923365999999,112.8,1.0
93.0,92.0,1.8055555555555556,1888.3351824,79.2,2.0
93.0,94.0,1.3888888888888888,2082.5020534,84.6,2.0
93.0,96.0,1.3888888888888888,2454.2434999999996,100.8,2.0
93.0,97.0,1.3888888888888888,2898.9202354,127.79999999999998,2.0
93.0,99.0,1.8055555555555556,3049.5866462,121.8,2.0
94.0,93.0,1.3888888888888888,2082.5020534,84.6,2.0
94.0,95.0,1.3888888888888888,785.3579199999999,32.400000000000006,2.0
94.0,96.0,1.8055555555555556,1769.7751046,100.19999999999999,1.0
94.0,304.0,1.8055555555555556,3716.2074609999995,145.2,1.0
95.0,94.0,1.3888888888888888,785.3579199999999,32.400000000000006,2.0
96.0,93.0,1.3888888888888888,2454.2434999999996,100.8,2.0
96.0,94.0,1.8055555555555556,1769.7751046,100.19999999999999,1.0
96.0,152.0,1.3888888888888888,4952.4702621999995,199.8,2.0
96.0,306.0,1.8055555555555556,1097.56988,48.536901875272235,1.0
97.0,93.0,1.3888888888888888,2898.9202354,127.79999999999998,2.0
97.0,98.0,1.3888888888888888,4811.3150508,195.6,2.0
97.0,240.0,1.6666666666666667,2793.9590805999997,118.80000000000001,1.0
97.0,242.0,1.6666666666666667,2460.1336843999998,219.0,1.0
98.0,97.0,1.3888888888888888,4811.3150508,195.6,2.0
98.0,102.0,1.3888888888888888,3926.7895999999996,159.60000000000002,2.0
98.0,239.0,1.8055555555555556,2826.5321222,100.8,1.0
98.0,241.0,1.8055555555555556,2195.13976,170.4,1.0
99.0,93.0,1.8055555555555556,3049.5866462,121.8,2.0
99.0,148.0,1.8055555555555556,404.7651034,17.4,2.0
99.0,240.0,1.8055555555555556,3385.0696626,133.20000000000002,1.0
99.0,304.0,1.8055555555555556,1717.2623403999999,144.0,1.0
100.0,101.0,1.3888888888888888,3868.692426,159.0,2.0
100.0,148.0,1.8055555555555556,5626.5906014,247.20000000000002,2.0
100.0,294.0,1.0,2643.3087631999997,81.60000000000001,1.0
100.0,295.0,1.0,2424.6155506,182.4,1.0
101.0,18.0,1.3888888888888888,1533.459619,60.599999999999994,2.0
101.0,100.0,1.3888888888888888,3868.692426,159.0,2.0
101.0,293.0,1.0,3695.4147881999997,178.20000000000002,1.0
101.0,295.0,1.0,1633.8663415999997,163.38663415999997,1.0
102.0,98.0,1.3888888888888888,3926.7895999999996,159.60000000000002,2.0
102.0,103.0,1.8055555555555556,1573.7735859999998,63.6,2.0
102.0,243.0,1.0,2776.6586756,160.8,1.0
102.0,244.0,1.0,2846.92246,253.8,1.0
103.0,102.0,1.8055555555555556,1573.7735859999998,63.6,2.0
103.0,104.0,1.8055555555555556,3859.9537098,156.6,2.0
103.0,170.0,1.3888888888888888,3919.4188228,215.39999999999998,1.0
103.0,244.0,1.3888888888888888,1928.7296164,192.87296164,1.0
104.0,103.0,1.8055555555555556,3859.9537098,156.6,2.0
104.0,105.0,1.8055555555555556,4239.5165488,170.4,2.0
104.0,171.0,1.8055555555555556,3776.6703648,192.0,1.0
104.0,172.0,1.8055555555555556,1186.1962337999998,36.0,1.0
105.0,104.0,1.8055555555555556,4239.5165488,170.4,2.0
105.0,106.0,1.8055555555555556,1598.0907134,82.2,2.0
105.0,174.0,2.5,3535.4785789999996,185.39999999999998,1.0
105.0,175.0,2.5,1186.1962337999998,53.88839258583458,1.0
106.0,105.0,1.8055555555555556,1598.0907134,82.2,2.0
106.0,107.0,1.8055555555555556,3073.195664,134.4,2.0
106.0,110.0,1.8055555555555556,2266.4174285999998,116.39999999999999,2.0
106.0,175.0,4.027777777777778,926.1268898,75.60000000000001,1.0
106.0,177.0,4.027777777777778,2941.8252398,122.56205465187082,1.0
107.0,106.0,1.8055555555555556,3073.195664,134.4,2.0
107.0,108.0,2.5,4164.9880134,168.6,2.0
107.0,174.0,2.7777777777777777,1084.3250117999999,60.0,1.0
107.0,176.0,2.7777777777777777,3547.7256564,139.8,1.0
108.0,107.0,2.5,4164.9880134,168.6,2.0
108.0,109.0,2.5,3818.5453915999997,153.6,2.0
108.0,164.0,1.9444444444444444,5261.9302508,281.40000000000003,1.0
108.0,173.0,1.9444444444444444,986.5897936,56.4,1.0
109.0,49.0,2.5,1533.459619,61.2,2.0
109.0,108.0,2.5,3818.5453915999997,153.6,2.0
109.0,166.0,1.6666666666666667,2364.2331138,78.0,1.0
109.0,169.0,1.6666666666666667,1582.9468239999999,158.2946824,1.0
110.0,106.0,1.8055555555555556,2266.4174285999998,116.39999999999999,2.0
110.0,111.0,1.8055555555555556,931.3250579999999,39.6,2.0
111.0,110.0,1.8055555555555556,931.3250579999999,39.6,2.0
111.0,112.0,1.3888888888888888,2023.8255169999998,80.4,2.0
111.0,146.0,1.8055555555555556,1975.6257839999998,96.60000000000001,2.0
112.0,111.0,1.3888888888888888,2023.8255169999998,80.4,2.0
112.0,113.0,1.3888888888888888,4193.811292799999,170.4,2.0
112.0,180.0,3.4722222222222223,2454.2434999999996,93.60000000000001,1.0
112.0,182.0,3.4722222222222223,1688.9701432,139.2,1.0
113.0,112.0,1.3888888888888888,4193.811292799999,170.4,2.0
113.0,114.0,1.3888888888888888,5323.8415606,216.6,2.0
113.0,179.0,1.25,2483.5173946,109.2,1.0
113.0,183.0,1.25,1079.86714,81.60000000000001,1.0
114.0,113.0,1.3888888888888888,5323.8415606,216.6,2.0
114.0,115.0,1.3888888888888888,5136.8201592,209.4,2.0
114.0,184.0,1.5277777777777777,1810.1534451999996,149.4,1.0
114.0,249.0,1.5277777777777777,1717.2623403999999,81.13730522558237,1.0
115.0,114.0,1.3888888888888888,5136.8201592,209.4,2.0
115.0,116.0,1.8055555555555556,5359.021733,232.20000000000002,2.0
115.0,245.0,1.0416666666666667,2643.3087631999997,100.19999999999999,1.0
115.0,247.0,1.0416666666666667,2552.41324,234.6,1.0
116.0,90.0,1.8055555555555556,1276.20662,52.8,2.0
116.0,115.0,1.8055555555555556,5359.021733,232.20000000000002,2.0
116.0,117.0,1.9444444444444444,589.0184399999999,31.2,1.0
116.0,246.0,1.9444444444444444,4909.4686974,210.0,1.0
117.0,90.0,1.8055555555555556,1405.5814626,56.99999999999999,2.0
